timestamp,pixel_color,coordinate
2022-04-04 01:03:09.583 UTC,#E4ABFF,"1872,737"
2022-04-04 01:04:08.099 UTC,#00CCC0,"475,1896"
2022-04-04 01:04:34.125 UTC,#94B3FF,"105,963"
2022-04-04 01:04:34.329 UTC,#94B3FF,"1045,490"
2022-04-04 01:04:35.802 UTC,#009EAA,"543,973"
2022-04-04 01:04:48.763 UTC,#00CCC0,"364,1254"
2022-04-04 01:04:53.222 UTC,#009EAA,"1989,376"
2022-04-04 01:05:15.676 UTC,#009EAA,"256,1510"
2022-04-04 01:05:24.534 UTC,#94B3FF,"1441,1027"
2022-04-04 01:05:36.284 UTC,#6A5CFF,"1013,49"
2022-04-04 01:05:38.915 UTC,#009EAA,"132,255"
2022-04-04 01:06:00.868 UTC,#00CCC0,"778,1192"
2022-04-04 01:06:08.055 UTC,#6A5CFF,"1723,1154"
2022-04-04 01:06:37.793 UTC,#94B3FF,"1747,1219"
2022-04-04 01:06:52.958 UTC,#E4ABFF,"1728,702"
2022-04-04 01:07:27.358 UTC,#94B3FF,"497,1927"
